"OCUPACION","OCUPACION.NOMBRE","SALARIO","CLASE.SEGURO","X..orden","CAMBIO"
2226,"Enfermeros profesionales","2005754.20","C",7,"SA"
7125,"Encargado de Mantenimiento de Edificios","626701.15","C",76,"SA"
5132,"Ayudantes de enfermería","1384052.20","C",69,"SA"
3226,"Auxiliares de enfermería","1542307.18","C",12,"SA"
2226,"Enfermeros profesionales","2623028.50","C",30,"SA"
3229,"Otros técnicos de las ciencias de la salud","1026672.50","C",10,"SCS"
2226,"Enfermeros profesionales","1927718.10","C",45,"SCS"
9152,"Guardianes y porteros ","831640.75","C",78,"IC"
2226,"Enfermeros profesionales","2534901.40","C",58,"SA"
2226,"Enfermeros profesionales","2133990.30","C",71,"SA"
2449,"Otros profesionales en ciencias sociales","2150469.25","C",2,"OC"
2449,"Otros profesionales en ciencias sociales","1292495.40","C",22,"SA"
2226,"Enfermeros profesionales","1913294.14","C",243,"SA"
7125,"Encargado de Mantenimiento de Edificios","1116365.34","C",19,"SA"
5132,"Ayudantes de enfermería","925290.44","C",44,"SA"
3224,"Técnicos y asistentes en farmacia","920220.00","C",5,"SCS"
2226,"Enfermeros profesionales","2587332.30","C",19,"SA"
5132,"Ayudantes de enfermería","649880.00","C",8,"SA"
2226,"Enfermeros profesionales","1841130.60","C",60,"SA"
5132,"Ayudantes de enfermería","857210.80","C",103,"SA"
3226,"Auxiliares de enfermería","775425.00","C",28,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4014197.71","C",23,"SA"
2225,"Nutricionistas","1983403.30","C",1,"SA"
2226,"Enfermeros profesionales","1966702.40","C",63,"SA"
7125,"Encargado de Mantenimiento de Edificios","711015.05","C",63,"SA"
5132,"Ayudantes de enfermería","198838.50","C",15,"SA"
3122,"Técnicos y asistentes en estadística y demografía","819060.00","C",27,"SA"
4149,"Oficinista","660150.00","C",28,"SCS"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","710230.30","C",9,"SA"
7125,"Encargado de Mantenimiento de Edificios","994051.69","C",8,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","827980.00","C",27,"SCS"
3139,"Otros técnicos en informática","885000.00","C",130,"SCS"
3229,"Otros técnicos de las ciencias de la salud","765359.25","C",30,"SA"
7125,"Encargado de Mantenimiento de Edificios","664270.00","C",2,"SCS"
2449,"Otros profesionales en ciencias sociales","1577336.15","C",33,"OC"
5132,"Ayudantes de enfermería","578160.05","C",134,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1559701.91","C",10,"SA"
2449,"Otros profesionales en ciencias sociales","1080925.00","C",32,"SCS"
3412,"Técnicos y asistentes en recursos humanos","878246.70","C",23,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","740393.00","C",7,"SA"
5132,"Ayudantes de enfermería","718230.00","C",14,"SCS"
3226,"Auxiliares de enfermería","1064199.75","C",27,"SA"
9155,"Ayudante de cocina","522640.00","C",6,"SCS"
3226,"Auxiliares de enfermería","775108.25","C",7,"SA"
3226,"Auxiliares de enfermería","984148.55","C",55,"SA"
9152,"Guardianes y porteros ","942303.20","C",38,"SA"
3229,"Otros técnicos de las ciencias de la salud","761600.00","C",14,"SCS"
3224,"Técnicos y asistentes en farmacia","909995.35","C",50,"SA"
3229,"Otros técnicos de las ciencias de la salud","808860.00","C",1,"SA"
5132,"Ayudantes de enfermería","675200.00","C",39,"SCS"
8229,"Otros operadores de máquinas para fabricar productos químicos","773956.25","C",7,"SA"
3122,"Técnicos y asistentes en estadística y demografía","845340.00","C",31,"SCS"
3226,"Auxiliares de enfermería","788718.00","C",4,"SA"
2226,"Enfermeros profesionales","1948645.40","C",1,"SA"
3229,"Otros técnicos de las ciencias de la salud","879811.75","C",128,"SA"
2226,"Enfermeros profesionales","3159877.65","C",28,"SA"
3229,"Otros técnicos de las ciencias de la salud","886052.60","C",13,"IC"
3122,"Técnicos y asistentes en estadística y demografía","837511.70","C",20,"SCS"
3229,"Otros técnicos de las ciencias de la salud","2445987.17","C",7,"SA"
7125,"Encargado de Mantenimiento de Edificios","558318.75","C",257,"SA"
3122,"Técnicos y asistentes en estadística y demografía","96465.05","C",20,"SA                                                                       *"
3226,"Auxiliares de enfermería","1192451.65","C",10,"SA"
3226,"Auxiliares de enfermería","976422.65","C",40,"SA"
4112,"Secretarios","678601.70","C",320,"SCS"
3226,"Auxiliares de enfermería","921648.00","C",60,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","826076.00","C",2,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1530540.72","C",9,"SA"
7125,"Encargado de Mantenimiento de Edificios","654112.20","C",65,"SA"
3224,"Técnicos y asistentes en farmacia","902500.00","C",12,"SA"
3122,"Técnicos y asistentes en estadística y demografía","694130.00","C",47,"SA"
4112,"Secretarios","584600.00","C",34,"SCS"
2226,"Enfermeros profesionales","2238323.62","C",21,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","2197429.50","C",61,"SCS"
3226,"Auxiliares de enfermería","1486800.45","C",35,"SA"
2449,"Otros profesionales en ciencias sociales","1447428.25","C",5,"SA"
3226,"Auxiliares de enfermería","1062328.69","C",11,"SA"
3229,"Otros técnicos de las ciencias de la salud","1827782.65","C",4,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","1359682.00","C",29,"SA"
5132,"Ayudantes de enfermería","672185.75","C",10,"SA"
2226,"Enfermeros profesionales","1587660.00","C",170,"SA"
4112,"Secretarios","606748.25","C",3,"SA"
5132,"Ayudantes de enfermería","898510.30","C",1,"SA"
3226,"Auxiliares de enfermería","1004466.80","C",8,"SA"
9152,"Guardianes y porteros ","842984.05","C",53,"SA"
2226,"Enfermeros profesionales","2317181.70","C",287,"SCS"
3224,"Técnicos y asistentes en farmacia","1046475.54","C",17,"SA"
3229,"Otros técnicos de las ciencias de la salud","675920.00","C",8,"SA"
3411,"Técnicos y auxiliares de contabilidad y auditoría","1710550.05","C",9,"SA"
4149,"Oficinista","791108.05","C",18,"IC"
4131,"Empleados de control de abastecimiento e inventario","480260.00","C",1,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","737750.00","C",2,"SA"
2449,"Otros profesionales en ciencias sociales","1539627.95","C",130,"OC"
3229,"Otros técnicos de las ciencias de la salud","4426275.65","C",2,"SA"
9155,"Ayudante de cocina","612467.60","C",82,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","928247.35","C",26,"SA"
9152,"Guardianes y porteros ","581241.53","C",9,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","2824082.50","C",4,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1284164.12","C",34,"SA"
5132,"Ayudantes de enfermería","825351.00","C",222,"SA"
7125,"Encargado de Mantenimiento de Edificios","505310.00","C",15,"SA"
7125,"Encargado de Mantenimiento de Edificios","792120.00","C",37,"SCS"
5132,"Ayudantes de enfermería","754545.00","C",31,"SA"
5132,"Ayudantes de enfermería","822885.00","C",50,"SCS"
7125,"Encargado de Mantenimiento de Edificios","628516.05","C",16,"SA"
5132,"Ayudantes de enfermería","1030588.02","C",14,"SA"
3122,"Técnicos y asistentes en estadística y demografía","742371.70","C",1,"SCS"
7125,"Encargado de Mantenimiento de Edificios","870130.37","C",118,"SA"
2226,"Enfermeros profesionales","2103853.30","C",265,"SA"
9155,"Ayudante de cocina","529622.65","C",43,"SCS"
5132,"Ayudantes de enfermería","1440765.90","C",178,"SA"
7125,"Encargado de Mantenimiento de Edificios","499120.00","C",1,"SA"
2226,"Enfermeros profesionales","2914328.40","C",11,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","902845.65","C",42,"SA"
4211,"Cajeros","790400.00","C",4,"SCS"
1124,"Jefes de sección de instituciones públicas y empresas privadas","835438.95","C",5,"SA"
3226,"Auxiliares de enfermería","615909.00","C",4,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1569244.50","C",20,"SA"
5132,"Ayudantes de enfermería","759600.00","C",16,"SCS"
3226,"Auxiliares de enfermería","1136820.26","C",196,"IC"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1626599.00","C",15,"SCS"
2226,"Enfermeros profesionales","1794153.85","C",18,"SA"
3229,"Otros técnicos de las ciencias de la salud","829440.00","C",39,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1516711.67","C",45,"SA"
3229,"Otros técnicos de las ciencias de la salud","988129.41","C",8,"SA"
3229,"Otros técnicos de las ciencias de la salud","3837692.30","C",66,"SA"
9155,"Ayudante de cocina","440335.84","C",127,"SA"
9155,"Ayudante de cocina","267362.85","C",63,"SA"
2226,"Enfermeros profesionales","3499551.75","C",86,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","928280.00","C",11,"SCS"
2225,"Nutricionistas","2195196.30","C",31,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1104651.00","C",6,"SA"
5132,"Ayudantes de enfermería","766851.70","C",308,"SCS"
9152,"Guardianes y porteros ","662409.78","C",6,"SA"
3122,"Técnicos y asistentes en estadística y demografía","644680.00","C",13,"SCS"
3224,"Técnicos y asistentes en farmacia","1303926.65","C",11,"SA"
5132,"Ayudantes de enfermería","963040.80","C",188,"SA"
4112,"Secretarios","466100.00","C",19,"SCS"
2226,"Enfermeros profesionales","2823660.19","C",95,"SA"
7125,"Encargado de Mantenimiento de Edificios","619454.04","C",2,"SA"
5132,"Ayudantes de enfermería","794483.50","C",13,"SA"
2226,"Enfermeros profesionales","1399271.60","C",184,"SA"
2449,"Otros profesionales en ciencias sociales","1216100.50","C",16,"SCS"
2226,"Enfermeros profesionales","1894043.06","C",226,"SA"
5132,"Ayudantes de enfermería","559529.05","C",141,"SA"
3224,"Técnicos y asistentes en farmacia","959500.00","C",14,"SA"
5132,"Ayudantes de enfermería","561260.00","C",26,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","966522.85","C",2,"SA"
3226,"Auxiliares de enfermería","868476.00","C",38,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","728072.65","C",15,"SA"
3226,"Auxiliares de enfermería","788718.00","C",53,"SCS"
9152,"Guardianes y porteros ","661334.00","C",15,"SA"
3226,"Auxiliares de enfermería","775425.00","C",208,"SA"
7125,"Encargado de Mantenimiento de Edificios","949219.25","C",90,"IC"
2226,"Enfermeros profesionales","2558452.70","C",40,"SA"
3226,"Auxiliares de enfermería","708960.00","C",3,"SA"
2446,"Trabajadores sociales y orientadores sociales","1749297.65","C",49,"SA"
2226,"Enfermeros profesionales","1386738.45","C",278,"SA"
7125,"Encargado de Mantenimiento de Edificios","546735.00","C",7,"SCS"
5132,"Ayudantes de enfermería","614951.80","C",41,"SA"
3226,"Auxiliares de enfermería","1444176.40","C",24,"SA"
9152,"Guardianes y porteros ","453145.00","C",15,"SA"
2226,"Enfermeros profesionales","1553105.75","C",1,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","1381396.85","C",2,"SA"
2226,"Enfermeros profesionales","2326139.25","C",10,"SA"
3229,"Otros técnicos de las ciencias de la salud","1142817.90","C",15,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","996651.10","C",6,"SA"
3226,"Auxiliares de enfermería","1077992.61","C",10,"SA"
2227,"Médico Especialista","9919948.50","C",11,"SA"
7125,"Encargado de Mantenimiento de Edificios","598395.00","C",46,"SCS"
8253,"Operadores de máquinas para fabricar productos de papel","704090.00","C",14,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","723260.00","C",7,"SCS"
4149,"Oficinista","31120.00","C",41,"SA                                                                       *"
5132,"Ayudantes de enfermería","363120.00","C",113,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","58710.00","C",9,"IC"
3229,"Otros técnicos de las ciencias de la salud","861342.82","C",4,"IC"
2226,"Enfermeros profesionales","2484904.81","C",165,"SA"
3226,"Auxiliares de enfermería","964811.90","C",61,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1028830.00","C",10,"SA"
2226,"Enfermeros profesionales","3612173.76","C",14,"SA"
3412,"Técnicos y asistentes en recursos humanos","821702.63","C",7,"SA"
9155,"Ayudante de cocina","484658.65","C",122,"SA"
5132,"Ayudantes de enfermería","742440.00","C",32,"SCS"
4112,"Secretarios","704995.10","C",44,"SA"
3226,"Auxiliares de enfermería","1258880.14","C",6,"SA"
2449,"Otros profesionales en ciencias sociales","1166962.00","C",3,"SCS"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","719192.90","C",3,"SA"
3229,"Otros técnicos de las ciencias de la salud","1469176.90","C",60,"SA"
7125,"Encargado de Mantenimiento de Edificios","510130.00","C",88,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","712780.00","C",53,"SCS"
3226,"Auxiliares de enfermería","1524467.15","C",70,"SA"
3189,"Otros supervisores de personal","2055223.00","C",36,"SCS"
2226,"Enfermeros profesionales","1868390.50","C",30,"SA"
3226,"Auxiliares de enfermería","748576.84","C",383,"SA"
3224,"Técnicos y asistentes en farmacia","961651.70","C",59,"SA"
3226,"Auxiliares de enfermería","1377845.80","C",141,"SA"
9152,"Guardianes y porteros ","1172474.44","C",14,"SA"
2449,"Otros profesionales en ciencias sociales","1572345.00","C",29,"SCS"
2226,"Enfermeros profesionales","2246742.65","C",211,"SA"
2226,"Enfermeros profesionales","1029526.50","C",96,"SA"
5132,"Ayudantes de enfermería","1018417.56","C",252,"SA"
2226,"Enfermeros profesionales","2871656.42","C",9,"SA"
7125,"Encargado de Mantenimiento de Edificios","1472546.18","C",13,"SA"
5132,"Ayudantes de enfermería","331270.00","C",34,"SA"
7125,"Encargado de Mantenimiento de Edificios","655209.85","C",7,"SA"
5132,"Ayudantes de enfermería","1597442.75","C",342,"SA"
5132,"Ayudantes de enfermería","1024432.30","C",38,"SA"
5132,"Ayudantes de enfermería","856517.80","C",56,"SA"
3226,"Auxiliares de enfermería","2022497.25","C",34,"SA"
5132,"Ayudantes de enfermería","891214.20","C",21,"SA"
2449,"Otros profesionales en ciencias sociales","1848470.50","C",91,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","608820.00","C",54,"SA"
3226,"Auxiliares de enfermería","639330.00","C",27,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","505771.60","C",5,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","469775.00","C",3,"SA"
3226,"Auxiliares de enfermería","762132.00","C",11,"SCS"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","659750.00","C",17,"SCS"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","1027984.85","C",74,"SA"
3226,"Auxiliares de enfermería","861987.75","C",35,"SA"
2226,"Enfermeros profesionales","2595978.00","C",64,"SA"
7125,"Encargado de Mantenimiento de Edificios","911304.54","C",75,"SA"
7125,"Encargado de Mantenimiento de Edificios","937620.25","C",11,"SA"
3122,"Técnicos y asistentes en estadística y demografía","872729.20","C",4,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","992132.00","C",5,"SA"
5132,"Ayudantes de enfermería","626971.45","C",29,"SA"
5132,"Ayudantes de enfermería","834743.90","C",67,"SA"
2226,"Enfermeros profesionales","2386979.95","C",2,"SA"
3226,"Auxiliares de enfermería","1159104.22","C",7,"SA"
2226,"Enfermeros profesionales","1840299.96","C",420,"SA"
7125,"Encargado de Mantenimiento de Edificios","959535.70","C",105,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","574702.50","C",1,"OC"
3122,"Técnicos y asistentes en estadística y demografía","682831.95","C",14,"SA"
2221,"Médicos generales y especialistas","3579803.00","C",47,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1023859.80","C",65,"SA"
9155,"Ayudante de cocina","576354.10","C",10,"SA"
9152,"Guardianes y porteros ","760552.45","C",11,"SA"
3226,"Auxiliares de enfermería","874736.85","C",54,"SA"
3226,"Auxiliares de enfermería","2383633.05","C",17,"SA"
3229,"Otros técnicos de las ciencias de la salud","909855.00","C",9,"SA"
3224,"Técnicos y asistentes en farmacia","717250.00","C",3,"SCS"
2226,"Enfermeros profesionales","2088051.60","C",20,"SCS"
2449,"Otros profesionales en ciencias sociales","1215711.55","C",147,"SA"
3226,"Auxiliares de enfermería","1108625.40","C",16,"SA"
3122,"Técnicos y asistentes en estadística y demografía","929918.55","C",15,"SA"
2449,"Otros profesionales en ciencias sociales","969542.00","C",98,"SCS"
5132,"Ayudantes de enfermería","606836.35","C",152,"SA"
4131,"Empleados de control de abastecimiento e inventario","897167.90","C",96,"SA"
9155,"Ayudante de cocina","792380.80","C",57,"SA"
3224,"Técnicos y asistentes en farmacia","845500.00","C",6,"SA"
3226,"Auxiliares de enfermería","926521.28","C",33,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","877536.40","C",32,"SA"
